,feedback,rating
3601,Horrible!!  Probably one of the worst doctors I have ever been to.  He even mocked me and said in a viscous way that “life is rough when you are in pain.”  Save yourself from his wise guy remarks and just stay away.  He said to me that he would not operate on my “bone on bone hips until hell freezes over”. He said all of these heinous remarks in about a ten minute time frame.  He offered no help to explain why I am in such pain in my hips.,Rated 1 out of 5
3599,"Patients often solely report negative experiences online, so it's important to note that I've also left a very positive review for another physician with whom I have a long-standing relationship. I saw Dr. Jason Pruzansky for a minor injury and left the office knowing (and communicating to him, right then and there) that I'd never return. Dr. Pruzansky seems accustomed to working with workers comp patients; it feels to me that his process is much less beneficial for those not in that ""bucket."" In addition to billing for my in-office visit + x-ray (as expected), he also attempted to add on a global fracture code which would have left me with several hundred dollars out of pocket, as I was leveraging my private insurance plan, not workers comp. When questioned about this, it was positioned as my issue. (Subsequently received a second opinion via a health system -- no global fracture code whatsoever). I work in healthcare and strongly disagree with the way in which he practices medicine.",Rated 1 out of 5
3596,"My experionce with Dr Farmer is very bad . He is more of businessman than a doctor . He could not give my a simple consultation , sad if you don't won't to have a Sergery I simply refuse to serve you , turned his back and left . I was shocked . My name Joseph Abrams .  
",Rated 1 out of 5
3594,Worst surgeon I ever had almost died from complications do to his incompetence.  Would never recommend him.,Rated 1 out of 5
3533,"Dr shur is a messed up doctor to deal with first of all he favors his own kind of people first,he don't care if you was there first,he would skip you and take care of his own race.i waited and waited and when I was called to go into the examining room I waited another 4 hours so he can take care his own. He did a procedure for me 1 year ago and I still have complications from the surgery he did, and he knew he did something wrong he declined to see me . I asked him why he said he have an emergcy",Rated 1 out of 5
3522,"ZERO STAR!!!
What a terrible experience seeing this doctor. Would never recommend.",Rated 1 out of 5
3354,"After being accepted for surgery and waiting for transport to the si called expert, Dr Lane called me and made a half dozen unrelated excuses to refuse my daughters case.  Turns out his real excuse was his vacation, but his complete lack of empathy was obvious.  Had he just explained that he was going on vacation and couldn’t take the case and arranged an alternative, I could’ve chose an alternative or gone elsewhere but I certainly would’ve respected the honesty. It’s the dishonesty an excuse making that made me decide I would never have wanted him to do surgery on my daughter anyway.",Rated 1 out of 5
3416,"arrogant, bloated man with severely lacking technical abilities. i regret the day i met him and rue the day i agreed to surgery with him. go anywhere else but to this doctor.",Rated 1 out of 5
3397,"Dr. Melone ruined my career and passion. DO NOT get wrist surgery with Dr. Melone if you are an athlete. I was riding BMX professionally and had a crash that resulted in a wrist injury. Dr. Melone confidently told me that he could do a procedure that would make my wrist stronger than when I was born. I made the mistake of trusting him and going into surgery. He did an unnecessarily complicated procedure that left my wrist crooked, painful, and has led to more problems than I had before surgery. ",Rated 1 out of 5
3395,"Really negative experience for someone supposed to be ""one of the best"".

Every office appointment = guaranteed waiting room time of 2-4 hours.  That's shows a total lack of respect for patients.

6 months post surgery - hand is worse than before. ",Rated 1 out of 5
3394,"While Dr. Melone is well qualified, I had to wait almost 3 hours to meet with him.  He meet with me for 3 mins and then ordered a second set of x-rays.  After waiting another 30 mins, I finally decided enough was enough and walked out.  HIGHLY UNPROFESSIONAL!",Rated 1 out of 5
3393,D.R. Melone has a lot of experience but is slow and very unprofessional.   His post op care led my hand to have contractures because he did not diagnose or treat them properly.    In addition you could wait 3-4 hours to be seen for a follow up appointment.   ( no emergencies going on). He just took his time ANA chatted on the phone.   I would Never recommend him.   I have switched to another hand surgeon for follow up care.  ,Rated 1 out of 5
3389,"I went to see him for trigger finger. The doctor did his job well. Explained everything, answered all my questions. The surgical scheduling coordinator was horrendous. I took a day off of work to get my pre-op and Covid tests. The day before the surgery (for which I took another day off), I get a call literally one hour before the scheduling deadline that the insurance claim had not arrived because of some screw-up and now we have to reschedule. Now I have to take another day off for another Covid test and move my work schedule around AGAIN. Unprofessional and infuriating.",Rated 1 out of 5
