,feedback,rating
454,"I owe my mobility to Dr Lebl. I came to him with nerve impingement pain, sever scoliosis and DDD, etc. Flew up in the morning from Fl, had all scheduled tests and extensive evaluation time in his office looking over all results from morning imaging. His treatment plan was well laid out for me. Flew home same day.  Have had two fusions to date, each with amazing success. His staff is awesome.  His PA, Leticia is wonderful. I’ve been able to text pics and receive answers at anytime. 100 stars!!!",Rated 5 out of 5
453,"Simply the best, Knowledge, Expertise and positivity,  Bedside manner. BRAVO to Dr Lebl and his team. ",Rated 5 out of 5
452,"I have never met a more professional, competent and expert in spinal surgery and I’ve interviewed many. He was 5 minutes early to my first apt of which he spent over two hours going over all my scans and films taken just hours before. He reassured me he was the Dr to do my spinal fusion and scoliosis correction. He explained in detail what he wanted to do, how and why. He answered all my questions and even the ones I asked over the phone after my apt. BEST surgeon ever ",Rated 5 out of 5
4961,"Hardly any wait time, clean new office with updated technology. Dr Baruch took his time in thoroughly explaining all my options while going through all the pros and cons. 
Great experience ",Rated 5 out of 5
420,I had two total knee replacements in the past year with Dr. Cushner.  The outcomes have been excellent.  The pain I lived with for many years has vanished.  Dr. Cushner is not only a highly skilled surgeon but actually has a great bedside manner.  His staff was always available to address any questions or needs quickly.  I highly recommend this practice to anyone with knee ailments.,Rated 5 out of 5
421,"Dr. Cushner is by far one of the best in his field.   He is very knowledgeable, patient and caring.  I had Bilateral Total Knee Replacements in 2006 by another Dr.  I have had some problems and saw Dr. Cushner.  He was able to diagnose and treat me for these problems with great success.  Years later I went to see him and he was able to figure out that I suffer from pseudo gout which is one of many RA diseases.  There were only 8 cases in the UK at the time.  He treated me and followed my case to the end. Thank you so much Dr. Cushner.  Recently I needed to see  him due to unexplained, excruciating pain.  Apparently the plastic spacer post broke in one of my knees.  I’ve been recuperating quite well.  I also want to thank his wonderful staff for always being available and so professional.  I highly recommend him.",Rated 5 out of 5
422,I went to the office and had a great experience with the doctor and Samantha.  She walked me through all that I was going to experience.   She made me feel unstressed.  She is super.,Rated 5 out of 5
423,I had very successful knee replacement by Dr Kushner.He is a superb doctor and I highly recommend him. He is also a very kind and caring person.,Rated 5 out of 5
424,"I went to his office very nervous and he helped me so much through it. Explained everything calmly and the risks. I wish he was still at Lenox Hill, so he'd be in network. His hospital doesn't take my insurance so I can't see him anymore and he was great.",Rated 5 out of 5
425,"Excellent doctor, highly educated, companionate!!!",Rated 5 out of 5
426,"My daughter is an elite figure skater who suffered from recurrent injuries. Dr Fabricant recognized her underlying structural problem, performed surgery and is better than ever!!!",Rated 5 out of 5
427,"Happy Returning PatientDr McLawhorn performed my right hip replacement last September and alleviated my pain 100%.  I knew the time would come when I would have to address my left hip.  Instead of waiting until I was in debilitating pain, I decided to go back to Dr McLawhorn when the pain in my left hip was beginning to follow the same path as my right.  I am glad I did.  Now almost seven weeks after my left hip replacement, I am walking easily, doing low impact interval training and light stretching.  Both hips feel great now.  I am PAINFREE!  Thank you, Dr McLawhorn. ",Rated 5 out of 5
428,"Super professional and great results!I had severe osteoarthritis in my hip- could not walk at 54 without a cane/pain - had total hip
Replacement with Dr. M and was walking/hiking all over Italy less than 4 months later- now 1 year later have total strength/mobility back to stay active ",Rated 5 out of 5
429,PatientExcellent hip replacement surgeon ,Rated 5 out of 5
430,"excellentThanks to Dr McLawhorn and his wonderful staff, I am now pain- free - can walk over a mile - have returned to work and am able to care for my grandchildren.",Rated 5 out of 5
431,"Dr. McLawhorn is an outstanding example of how EVERY healthcare practitioner should be;
or, should strive to become whether in a supportive role, a generalist, a specialist, or a surgeon. His attributes fill a page from ""floor to ceiling"" like his inimitable CV(ie his surgical experiences, former/ongoing education, credentialing, teaching, research, awards). My in-depth research on Dr. McLawhorn showed he strives for excellence and achieves it! My actual interactions with him  pre my THR surgery  confirmed that he's the person I would entrust with my life and limb! 

Platinum is my rating, if that's still the highest level of praise.  Fret not that COVID masking obscured his full facial expression; his humanity shines through allowing you to ""hear a smile""
in his kind gentle voice.

Thank you, Dr. McLawhorn for sharing your many gifts with your Patients. And, if NURSES are still America's most trusted professional, YOU all can trust my review! 

--Lifetime RN
",Rated 5 out of 5
432,"Excellent surgeon, excellent hospital experienceI had a total knee replacement done 3 years ago this month by Dr. McLawhorn and his team. I was very impressed with Dr McLawhorn's thoroughness and the quality of the staff at Stamford's Hospital for Special Surgery wing in Stamford Hospital. They demonstrated extraordinarily high standards of care; concern for patient, rapid response for pain control,  very communicatiove as to what to expect; rapid response to a bell ringing for assistance. Very conscious of infection control with good processes.  Smiling and pleasant.  Dr. McLawhorn's follow up visit after 6 months was clear and concise, answering all my questions.  I felt he was focused and concerned that my recoverty was going well and it has.  I am very pleased. I am a past hospital nurse and home care nurse who found Dr. McLawhorn to be very capable. Stamford Hospital's Hospital for Special Surgery was excellent.",Rated 5 out of 5
